domain|cc|testID
www.voazimbabwe.com|ZW|e7f1ca2f-7f74-489b-8e54-836d51129469
www.southerneye.co.zw|ZW|89bb8466-cf1f-48e8-b1cc-46b32db8f971
www.voandebele.com|ZW|6b4658b2-ff5c-483f-a693-fdf7cc2491c4
www.bizday.co.zw|ZW|ee230107-3689-4220-a5a4-7caeff251f46
www.zimbabwenews.net|ZW|4ffd0da3-0507-4721-a252-231f8ad1df85
www.techzim.co.zw|ZW|520081b9-7c99-4173-8247-6dbb99652437
www.southerneye.co.zw|ZW|913b09d4-b3da-499e-bcac-cda6d52bfa7d
www.southerneye.co.zw|ZW|0ca4c8d9-7172-4697-8c90-799d5be0f238
www.herald.co.zw|ZW|d819e1f3-400c-4f9c-92e3-78ccc2464dac
www.southerneye.co.zw|ZW|d66002e7-77c6-413f-85d9-e182d5c3f746
www.zimbabwesituation.com|ZW|48c16d49-9a53-4615-8c30-5fe6c7749e6b
www.bizday.co.zw|ZW|193fe21e-0986-4ab0-ac81-75ecb21d75e9
www.technomag.co.zw|ZW|a915263b-9845-4cca-81d1-f11ab4c6ed9d
www.herald.co.zw|ZW|4ea5ff24-d52c-4f98-b6ba-344af17899b7
www.herald.co.zw|ZW|07f40ccc-9108-4698-9059-2b131121bbe9
randburgsun.co.za|ZA|fbcb529d-c5a4-461b-837d-2639a5ec7906
germistoncitynews.co.za|ZA|101eadda-414d-44fd-b1cd-805815a69fb1
www.heraldlive.co.za|ZA|dd33557d-b1c6-4e52-aae8-b1d96cf4bc3c
highwaymail.co.za|ZA|eaff1381-183e-4fbf-ab6f-3e80bf580976
randburgsun.co.za|ZA|f590b149-1171-4293-9eaa-e21bacf30662
lowvelder.co.za|ZA|b2b6ce94-767b-48c1-aef5-98b474013a80
ladysmithgazette.co.za|ZA|97b3385c-d463-43f5-a716-c0bd0f60e87b
www.dailymaverick.co.za|ZA|46c9305a-b0d2-44ba-8cba-03c06b65da11
northcliffmelvilletimes.co.za|ZA|3804b0b5-fc3c-416c-adda-c4de674ead20
kemptonexpress.co.za|ZA|49a9943c-8e54-423f-82c4-9bc943e7b3cc
www.kwevoel.co.za|ZA|bf79d6d4-b018-467d-abc4-2f97d7fb2fdd
kemptonexpress.co.za|ZA|33d80711-8e6d-495c-b7ff-41aeeca20370
northeasterntribune.co.za|ZA|586b8fb9-17cd-4884-b8aa-12db7c593623
southcoastsun.co.za|ZA|6dce4abe-9046-4c49-86dc-e5cb30cc3a97
risingsunchatsworth.co.za|ZA|3a17272b-674b-4175-bee4-c53062457012
guineenews.org|GQ|236a3825-8a66-4a8b-b541-f5c0a781b1c4
guineenews.org|GQ|511f6e1b-924d-4896-a5b1-7657142fb81f
aminata.com|GQ|0e70c4a8-92de-4333-a693-a30b29963d54
guineenews.org|GQ|00557a8b-6442-4e22-85cb-18440dcb70b0
guineenews.org|GQ|6f72a957-d4d8-424e-aa09-6c9e4b4017fe
www.guinee7.com|GQ|38f65876-2817-44aa-9ae3-e60ebb02e4f3
aminata.com|GQ|df87230b-dc24-4394-9760-e17e49401bcb
aminata.com|GQ|a5ab0e73-cd97-44bc-af46-3087a56d5cf2
guineenews.org|GQ|db13f29e-9c38-427f-a4ac-f73a58e97757
aminata.com|GQ|96428f1c-1491-4204-b366-8637defa2d06
aminata.com|GQ|4d2518df-ce28-4fe0-98a2-0038377f44a7
www.guinee7.com|GQ|b494823b-35ef-4b36-8971-397faa5ed685
guineenews.org|GQ|c8c15aea-0203-4711-9724-10071c4d5f09
guineenews.org|GQ|348dd02a-0f8c-4ea7-abdc-df7517ca5eda
aminata.com|GQ|4a7023f7-d78f-441b-bc2a-fc2567fc5305
www.ondoevents.com|NG|ec5e624f-266d-4293-be4e-0503896efe51
www.nan.ng|NG|5fe4fbb7-1054-4e9d-b3d1-6e619f1a9af9
flashpointnews.wordpress.com|NG|6d91c39d-1fdf-44f1-9478-dce0d41bcb01
worldstagegroup.com|NG|4fe6e2b9-ae6a-486b-8a84-7c40a55ded02
dailystar.com.ng|NG|67f55ac8-1366-414c-ba9c-a61f5b6e9672
worldstagegroup.com|NG|b173dde9-5309-48cc-ba83-e84220a190f3
dailypost.ng|NG|c6c45e96-2087-45fe-b81f-30af157ff9a4
thenationonlineng.net|NG|405ba663-3ecc-44ee-aa31-51f1363576b1
worldstagegroup.com|NG|553ddf2e-68b6-487b-bc53-58796d50474b
www.peoplesdailyng.com|NG|a2db0815-dbd6-4f23-af68-2f4b99a5fbca
thenationonlineng.net|NG|c23b1854-5b02-4d7b-8a60-52dcd3cdb0c8
www.latestnigeriannews.com|NG|9fe51d87-a4db-406f-8d69-e7005c2a752b
www.thebreakingtimes.com|NG|445a6231-7f29-47de-9c85-f22a2fb2e009
www.peoplesdailyng.com|NG|889eb2e2-3b68-4613-ab8c-05445ad5e394
www.dailytrust.com.ng|NG|58713339-71a8-4c19-b27b-3a23b4e97dff
www.standardmedia.co.ke|KE|3738a2f3-fa4f-4a30-a9e0-8d0c02e50479
www.kenya-today.com|KE|5886030b-2abf-49c4-832a-8c29e445bd63
www.theeastafrican.co.ke|KE|511201f1-df07-4fe7-b377-5840ae5d603e
buzzkenya.com|KE|7e6dd4e3-3b24-450b-9912-7dfdbde180a5
buzzkenya.com|KE|d4a5c096-7946-4e0d-90c4-47e3e07b76d0
www.kbc.co.ke|KE|56dae893-84d1-41f9-897f-9df99c29ad78
www.theeastafrican.co.ke|KE|ab04aa2a-62fa-48d0-a112-e9d015266321
www.businessdailyafrica.com|KE|ede2087f-12d2-4ddd-b41c-e2fe9e23961b
www.theeastafrican.co.ke|KE|c13cbe9a-6c86-46fc-89f2-aa9d2ee4a823
www.kbc.co.ke|KE|a52325ab-eb76-4371-b957-2ccae0014dcf
www.nation.co.ke|KE|7d4f3c88-bd17-492e-92d2-e0684b33d504
www.standardmedia.co.ke|KE|65abfba5-4659-4c4c-a6a4-748d1e7a0ada
www.citizentv.co.ke|KE|FAILED
buzzkenya.com|KE|7f6833f5-bff5-4421-8339-6c98bf36cecf
www.capitalfm.co.ke|KE|6d74c9fc-93a7-4636-99b5-7beb39e49f47
diplomat.so|SO|b3fb274d-bc99-457d-93e3-154342d894c9
diplomat.so|SO|3381a322-0490-4eb6-81c0-8f85fdaf0c35
diplomat.so|SO|be8b18fd-c475-4b1a-9ba4-ec4e5ca8f052
diplomat.so|SO|339957ad-ef3d-417d-8b15-a31ed2707b32
diplomat.so|SO|2078bf6c-a282-466c-a304-30e69a1031ea
diplomat.so|SO|6fcc7518-d8d5-4362-927f-1ed78a8119b1
diplomat.so|SO|c198c860-65d3-46b2-a027-46cd5ea35b65
diplomat.so|SO|84675a90-11b5-4878-820e-b27a651f35d6
diplomat.so|SO|dcb9697c-08b0-4e6c-9387-c2e0a0ed57f0
diplomat.so|SO|aa23cd2d-7ad6-4378-8a61-49225abe0897
www.ghananewsagency.org|GH|46da3565-fabd-43c9-91c8-4583a5cb8a45
graphic.com.gh|GH|813ba444-f1f0-4095-bfa2-27412350c571
graphic.com.gh|GH|22829ae7-0dbe-4acd-8c88-56b6e578e001
www.newsghana.com.gh|GH|c7dc7f6d-9725-416f-aadb-f3154dc1f833
www.modernghana.com|GH|ef6da494-2c49-462f-9c08-153e61ef7a0c
www.ghanasoccernet.com|GH|FAILED
www.ghananewsagency.org|GH|41cb4893-1aeb-4ec2-bad2-0616ca3ae418
graphic.com.gh|GH|932fd7b2-666e-424e-a456-b5ac89d2f1f2
graphic.com.gh|GH|ea553d37-6ead-4b28-b37c-3cd2a85623cd
www.ghananewsagency.org|GH|f260cd2a-b729-4aad-a2c7-54aba1a95971
www.modernghana.com|GH|201e23c0-8a51-4184-9be0-983f88dd4c2b
wn.com|GH|dc0b243a-845c-4272-868f-8032039d15e6
wn.com|GH|1cec8380-27f4-480a-a976-8649969839d8
www.ghanabusinessnews.com|GH|7f5377cd-e161-4f81-83a8-384767ce49cc
graphic.com.gh|GH|adc47c0e-04e8-4cc1-b21a-7d69918b6db0
liberal.sapo.cv|CV|60e33ace-155a-416b-8e45-e10bd99873d3
lnt.ma|MA|72933f04-7a9a-404b-a06e-ea09ce398363
www.oujdacity.net|MA|5a97b2b6-7579-4f60-8cdd-58a1104a8521
www.oujdacity.net|MA|56980053-71f6-4fcb-bc32-e98658ad3b5f
www.journaldusport.ma|MA|8a377294-387b-4e73-8116-452acd36e47f
moroccomedia.com|MA|c3185b31-bbcb-4c8b-b4ff-def2ec42842e
www.journaldusport.ma|MA|df120e6a-c75b-45aa-8a5e-5fe0152e5785
www.journaldusport.ma|MA|58dca3d7-747a-4554-bf5f-23477d9cbe45
moroccomedia.com|MA|ce500d4a-b261-489f-a83b-dcdfb5d2cd72
www.oujdacity.net|MA|519d1408-385d-4dce-8080-3c32e81d6055
lnt.ma|MA|d9f64c54-5217-4a97-8ffb-01c1f92c4ff9
moroccomedia.com|MA|ea3a6164-fad6-45c8-93d0-25979f610d1f
lnt.ma|MA|eb643040-4588-45df-9522-15b697b1f1fc
moroccomedia.com|MA|c47d2504-73c8-4013-8149-bd8b078092f9
www.oujdacity.net|MA|c00d378b-85ac-4a3e-a17c-ab99bfc033bd
moroccomedia.com|MA|587ff720-268b-41f5-8336-a96389e8ac86
lusakastar.com|ZM|3ac98214-4cc2-448f-879b-be6f0e3e9808
zambiabusinesstimes.com|ZM|7b986e29-50e6-4c42-ba81-3c932d7cbe01
zambiabusinesstimes.com|ZM|12f1d107-eca9-41ea-a0b3-b0fe6445b7e7
www.zambiawatchdog.com|ZM|3cfd0b04-c3a0-43ff-9231-2ff82ccd9846
www.zambiawatchdog.com|ZM|dc8241c7-e952-4f7a-9c06-41098b418711
lusakastar.com|ZM|f549386b-c5af-4036-9f8d-5a0799cec131
www.zambianobserver.com|ZM|f4c30f38-4512-445e-b54f-e4aa9b063092
www.zambianobserver.com|ZM|b98cb85a-dcb0-4122-b48a-8ba007df40eb
www.mwebantu.news|ZM|fa5e572f-f507-45fc-95ae-2261ea4daa36
www.zambiawatchdog.com|ZM|7660d23c-3a8e-4add-9514-188f4f18c46f
www.lusakatimes.com|ZM|940f681e-5f7c-4869-a588-541c7a99844c
zambiabusinesstimes.com|ZM|60295f16-4da4-4b3f-a1d8-0f6f7e3472a2
www.zambianobserver.com|ZM|c5de42a3-e14e-466d-b799-fe9684d6ccd3
www.lusakatimes.com|ZM|41cffa6c-d8be-46d0-b6bf-3e8b5b07ce92
www.zambiawatchdog.com|ZM|cc0f2cb4-bf07-484a-aab7-9db95d41a40a
malawi24.com|MW|FAILED
www.nyasatimes.com|MW|1cadbc04-66ee-4f44-83ac-18b1c2a7b623
www.nyasatimes.com|MW|161c37f8-7700-46f1-b64f-4c840d66a9e2
www.nyasatimes.com|MW|33a70f51-7428-436f-9e1a-96c35f80cb26
www.nyasatimes.com|MW|1d485631-7f4b-419c-857b-e24ada8e6beb
malawi24.com|MW|32c5fd5f-42ec-422e-9bc4-3e2913864312
www.nyasatimes.com|MW|3e63f285-f42e-4ab5-8ad3-6fbf09a4b6bd
malawi24.com|MW|6450c0b0-ab90-4acd-8ca8-a0f55154c504
www.nyasatimes.com|MW|ea1bed7f-299c-4845-8271-f22bef6e7b34
malawi24.com|MW|789e7336-cb99-4f1d-b5ee-d0d0b272e1fb
malawi24.com|MW|FAILED
www.nyasatimes.com|MW|fb042ec7-3ad4-4b22-bc7d-3de761ffc51f
www.nyasatimes.com|MW|c5ff7055-9567-4367-b884-65b15d2485fa
malawi24.com|MW|FAILED
malawi24.com|MW|42fede79-c1c9-48bd-8826-02cada2177d5
www.maliweb.net|ML|c28df322-4336-4ac4-a793-cbcc8596ef93
maliactu.net|ML|66ba64c5-aa2d-4f93-99d7-23d329d09946
www.maliweb.net|ML|2526facd-eaa6-495c-925b-afa2bb0fac3b
www.maliweb.net|ML|ceb29bda-3914-4022-b0bd-dc00b7efec6a
maliactu.net|ML|6d694476-264a-42e8-858f-da0542fdfbfb
maliactu.net|ML|78b8f1e9-97af-47ad-9663-5305e23c11c7
www.maliweb.net|ML|21a7142f-098d-4718-a753-bf5f72d32f37
www.maliweb.net|ML|e6ff3ec2-26d4-409d-aea3-ca07421ae5c4
www.maliweb.net|ML|02f895fc-8e70-4708-9b72-48d2d11e7a28
maliactu.net|ML|84337f85-9c88-43a4-be25-b56f9a5a0097
www.maliweb.net|ML|7d6c2b4c-d684-4943-bc2f-fa59393f26fa
www.maliweb.net|ML|6114383a-3728-4402-a280-a664c1a497cf
maliactu.net|ML|4901c670-c92f-478b-847f-1b5d53020c38
maliactu.net|ML|567a7a9a-9a28-49f4-94f4-5446a284a0ca
maliactu.net|ML|60326ff2-87ba-4e5c-bdaa-899deb652a6b
mayotte.la1ere.fr|YT|21fcf9c2-7bcc-4ec4-8d42-f269892233d3
mayotte.la1ere.fr|YT|ed7b20ef-dbe7-45d6-9ec2-c744671ed0b3
mayotte.la1ere.fr|YT|a4a53fb6-03a5-4ba9-a850-6effa58d6698
mayotte.la1ere.fr|YT|2ca50ba0-adab-47fd-be73-5493d3183553
mayotte.la1ere.fr|YT|2a74908f-509e-4d0a-8323-ce6bd0d62fd8
mayotte.la1ere.fr|YT|d771ad17-fb89-4a83-a5dd-0da6ea6277d3
mayotte.la1ere.fr|YT|6120b3ed-938c-40b3-8fce-7ba793c3044e
