"domain","cc","object_type","object_url","object_domain",object_size,"object_loc_cc","cdn_domain","cdn_name"
"www.voaportugues.com","AO","video","https://voanews-vh.akamaihd.net/i/Pangeavideo/2018/01/4/4d/4df7dad7-eeb6-499d-a2a8-ed988e937d09,_mobile,,_hq,_fullhd,.mp4.csmil/master.m3u8","voanews-vh.akamaihd.net",1068,"SE","akamaihd.net","Akamai"
"www.nrgui.com","GQ","image","https://fb-s-b-a.akamaihd.net/h-ak-fbx/v/t1.0-0/p526x296/24862495_10210723764270293_4663822555560383694_n.jpg?oh=ca7c026dd6c4ec33614b41fe852ea27e&oe=5A8C605E&__gda__=1519609898_eb7a2dac53b81f653fb1152f2d82d397","fb-s-b-a.akamaihd.net",36496,"EU","akamaihd.net","Akamai"
"www.theheraldnews.info","NG","image","http://cdncache-a.akamaihd.net/items/it/img/arrow-10x10.png","cdncache-a.akamaihd.net",1101,"SE","akamaihd.net","Akamai"
"www.theheraldnews.info","NG","image","http://cdncache-a.akamaihd.net/items/it/img/arrow-10x10.png","cdncache-a.akamaihd.net",1101,"SE","akamaihd.net","Akamai"
"www.lexpertjournal.net","TN","image","https://fbcdn-photos-d-a.akamaihd.net/hphotos-ak-xfp1/v/t1.0-0/s526x395/13912445_977263702371375_7697346772389493843_n.jpg?oh=c24461497b785b6d832599ee4260eddf&oe=581D0CF0&__gda__=1481859264_576665797f16b6b7020e153343d60e7d","fbcdn-photos-d-a.akamaihd.net",-1,"NL","akamaihd.net","Akamai"
"www.voandebele.com","ZW","video","https://voanews-vh.akamaihd.net/i/Pangeavideo/2018/02/c/c0/c0171edb-d292-4081-a24b-451ccaa1d334,_mobile,,_hq,_fullhd,.mp4.csmil/master.m3u8","voanews-vh.akamaihd.net",1068,"SE","akamaihd.net","Akamai"
"www.voashona.com","ZW","video","https://voanews-vh.akamaihd.net/i/Pangeavideo/2018/02/1/16/16ef1b63-609c-49c6-a75d-85c8e49b4b60,_mobile,,_hq,_fullhd,.mp4.csmil/master.m3u8","voanews-vh.akamaihd.net",1068,"SE","akamaihd.net","Akamai"
"www.expansao.co.ao","AO","image","http://nvcdn.azureedge.net/exp/fotos/2018/top/ng1023332.jpg?type=artigo","nvcdn.azureedge.net",875396,"EU","azureedge.net","Microsoft Azure"
"www.expansao.co.ao","AO","image","http://nvcdn.azureedge.net/exp/fotos/opiniao/carlos_rosado_de_carvalho.png","nvcdn.azureedge.net",35395,"EU","azureedge.net","Microsoft Azure"
"www.expansao.co.ao","AO","image","http://nvcdn.azureedge.net/exp/fotos/2018/top/ng1023332.jpg?type=artigo","nvcdn.azureedge.net",875396,"EU","azureedge.net","Microsoft Azure"
"www.expansao.co.ao","AO","image","http://nvcdn.azureedge.net/exp/fotos/2018/top/ng1023333.jpg?type=artigo","nvcdn.azureedge.net",40771,"EU","azureedge.net","Microsoft Azure"
"www.expansao.co.ao","AO","image","http://nvcdn.azureedge.net/exp/fotos/2018/top/ng1023335.jpg?type=artigo","nvcdn.azureedge.net",115639,"EU","azureedge.net","Microsoft Azure"
"www.expansao.co.ao","AO","image","http://nvcdn.azureedge.net/exp/fotos/2018/top/ng1023306.jpg?type=artigo","nvcdn.azureedge.net",121989,"EU","azureedge.net","Microsoft Azure"
"www.expansao.co.ao","AO","image","http://nvcdn.azureedge.net/exp/fotos/2018/top/ng1023336.jpg?type=artigo","nvcdn.azureedge.net",56905,"EU","azureedge.net","Microsoft Azure"
"www.expansao.co.ao","AO","image","http://nvcdn.azureedge.net/exp/fotos/2018/top/ng1023310.jpg?type=artigo","nvcdn.azureedge.net",84387,"EU","azureedge.net","Microsoft Azure"
"www.expansao.co.ao","AO","image","http://nvcdn.azureedge.net/exp/fotos/2018/top/ng1023308.jpg?type=artigo","nvcdn.azureedge.net",78661,"EU","azureedge.net","Microsoft Azure"
"www.expansao.co.ao","AO","image","http://nvcdn.azureedge.net/exp/fotos/2018/top/ng1023307.jpg?type=artigo","nvcdn.azureedge.net",58859,"EU","azureedge.net","Microsoft Azure"
"www.expansao.co.ao","AO","image","http://nvcdn.azureedge.net/exp/fotos/2018/top/ng1023292.jpg?type=artigo","nvcdn.azureedge.net",42874,"EU","azureedge.net","Microsoft Azure"
"www.expansao.co.ao","AO","image","http://nvcdn.azureedge.net/exp/fotos/2018/top/ng1023289.jpg?type=artigo","nvcdn.azureedge.net",74469,"EU","azureedge.net","Microsoft Azure"
"www.expansao.co.ao","AO","image","http://nvcdn.azureedge.net/exp/fotos/2018/top/ng1023287.jpg?type=artigo","nvcdn.azureedge.net",37476,"EU","azureedge.net","Microsoft Azure"
"www.expansao.co.ao","AO","image","http://nvcdn.azureedge.net/exp/fotos/2018/top/ng1023272.jpg?type=artigo","nvcdn.azureedge.net",39355,"EU","azureedge.net","Microsoft Azure"
"www.expansao.co.ao","AO","image","http://nvcdn.azureedge.net/exp/fotos/2018/top/ng1023271.jpg?type=artigo","nvcdn.azureedge.net",76080,"EU","azureedge.net","Microsoft Azure"
"www.expansao.co.ao","AO","image","http://nvcdn.azureedge.net/exp/fotos/2018/top/ng1023270.jpg?type=artigo","nvcdn.azureedge.net",59722,"EU","azureedge.net","Microsoft Azure"
"www.expansao.co.ao","AO","image","http://nvcdn.azureedge.net/exp/fotos/2018/top/ng1023251.jpg?type=artigo","nvcdn.azureedge.net",80900,"EU","azureedge.net","Microsoft Azure"
"www.expansao.co.ao","AO","image","http://nvcdn.azureedge.net/exp/fotos/2018/top/ng1023250.jpg?type=artigo","nvcdn.azureedge.net",56225,"EU","azureedge.net","Microsoft Azure"
"www.expansao.co.ao","AO","image","http://nvcdn.azureedge.net/exp/fotos/2018/top/ng1023249.jpg?type=artigo","nvcdn.azureedge.net",80341,"EU","azureedge.net","Microsoft Azure"
"www.expansao.co.ao","AO","image","http://nvcdn.azureedge.net/exp/fotos/2018/top/ng1023224.jpg?type=artigo","nvcdn.azureedge.net",33480,"EU","azureedge.net","Microsoft Azure"
"www.expansao.co.ao","AO","image","http://nvcdn.azureedge.net/exp/fotos/2018/top/ng1023222.jpg?type=artigo","nvcdn.azureedge.net",42418,"EU","azureedge.net","Microsoft Azure"
"www.expansao.co.ao","AO","image","http://nvcdn.azureedge.net/exp/fotos/2018/top/ng1023221.jpg?type=artigo","nvcdn.azureedge.net",69560,"EU","azureedge.net","Microsoft Azure"
"www.expansao.co.ao","AO","image","http://nvcdn.azureedge.net/exp/fotos/2018/top/ng1023220.jpg?type=artigo","nvcdn.azureedge.net",68816,"EU","azureedge.net","Microsoft Azure"
"www.expansao.co.ao","AO","image","http://nvcdn.azureedge.net/exp/fotos/2018/top/ng1023193.jpg?type=artigo","nvcdn.azureedge.net",86215,"EU","azureedge.net","Microsoft Azure"
"www.expansao.co.ao","AO","image","http://nvcdn.azureedge.net/exp/fotos/2018/top/ng1023192.jpg?type=artigo","nvcdn.azureedge.net",36210,"EU","azureedge.net","Microsoft Azure"
"www.expansao.co.ao","AO","image","http://nvcdn.azureedge.net/exp/fotos/opiniao/alves_da_rocha.png","nvcdn.azureedge.net",192282,"EU","azureedge.net","Microsoft Azure"
"www.expansao.co.ao","AO","image","http://nvcdn.azureedge.net/exp/fotos/opiniao/jose_rodrigues.png","nvcdn.azureedge.net",192282,"EU","azureedge.net","Microsoft Azure"
"www.expansao.co.ao","AO","image","http://nvcdn.azureedge.net/exp/fotos/opiniao/alves_da_rocha.png","nvcdn.azureedge.net",192282,"EU","azureedge.net","Microsoft Azure"
"www.expansao.co.ao","AO","image","http://nvcdn.azureedge.net/exp/fotos/opiniao/alves_da_rocha.png","nvcdn.azureedge.net",192282,"EU","azureedge.net","Microsoft Azure"
"www.expansao.co.ao","AO","image","http://nvcdn.azureedge.net/exp/fotos/2018/top/ng1023191.jpg?type=artigo","nvcdn.azureedge.net",87743,"EU","azureedge.net","Microsoft Azure"
"www.expansao.co.ao","AO","image","http://nvcdn.azureedge.net/exp/fotos/2018/top/ng1023190.jpg?type=artigo","nvcdn.azureedge.net",58878,"EU","azureedge.net","Microsoft Azure"
"www.expansao.co.ao","AO","image","http://nvcdn.azureedge.net/exp/fotos/2018/top/ng1023177.jpg?type=artigo","nvcdn.azureedge.net",98362,"EU","azureedge.net","Microsoft Azure"
"www.expansao.co.ao","AO","image","http://nvcdn.azureedge.net/exp/fotos/2018/top/ng1023175.jpg?type=artigo","nvcdn.azureedge.net",64342,"EU","azureedge.net","Microsoft Azure"
"www.expansao.co.ao","AO","image","http://nvcdn.azureedge.net/exp/fotos/2018/top/ng1023174.jpg?type=artigo","nvcdn.azureedge.net",53867,"EU","azureedge.net","Microsoft Azure"
"www.expansao.co.ao","AO","image","http://nvcdn.azureedge.net/exp/fotos/2018/top/ng1023155.jpg?type=artigo","nvcdn.azureedge.net",208142,"EU","azureedge.net","Microsoft Azure"
"www.expansao.co.ao","AO","image","http://nvcdn.azureedge.net/exp/fotos/2018/top/ng1023336.jpg?type=artigo","nvcdn.azureedge.net",56905,"EU","azureedge.net","Microsoft Azure"
"www.expansao.co.ao","AO","image","http://nvcdn.azureedge.net/exp/fotos/2018/top/ng1023335.jpg?type=artigo","nvcdn.azureedge.net",115639,"EU","azureedge.net","Microsoft Azure"
"www.expansao.co.ao","AO","image","http://nvcdn.azureedge.net/exp/fotos/2018/top/ng1023333.jpg?type=artigo","nvcdn.azureedge.net",40771,"EU","azureedge.net","Microsoft Azure"
"www.expansao.co.ao","AO","image","http://nvcdn.azureedge.net/exp/fotos/opiniao/carlos_rosado_de_carvalho.jpg","nvcdn.azureedge.net",31122,"EU","azureedge.net","Microsoft Azure"
"www.expansao.co.ao","AO","image","http://nvcdn.azureedge.net/exp/fotos/2018/top/ng1023310.jpg?type=artigo","nvcdn.azureedge.net",84387,"EU","azureedge.net","Microsoft Azure"
"www.expansao.co.ao","AO","image","http://nvcdn.azureedge.net/exp/fotos/2018/top/ng1023308.jpg?type=artigo","nvcdn.azureedge.net",78661,"EU","azureedge.net","Microsoft Azure"
"www.expansao.co.ao","AO","image","http://nvcdn.azureedge.net/exp/fotos/common/pub/bannerpromoipad.jpg","nvcdn.azureedge.net",47348,"EU","azureedge.net","Microsoft Azure"
"www.expansao.co.ao","AO","image","http://nvcdn.azureedge.net/exp/fotos/common/pub/btp_app.png","nvcdn.azureedge.net",17101,"EU","azureedge.net","Microsoft Azure"
"www.expansao.co.ao","AO","image","http://nvcdn.azureedge.net/exp/fotos/common/pub/btn_gp.png","nvcdn.azureedge.net",13087,"EU","azureedge.net","Microsoft Azure"
"www.expansao.co.ao","AO","image","http://nvcdn.azureedge.net/exp/fotos/common/pub/btn_wl.png","nvcdn.azureedge.net",11377,"EU","azureedge.net","Microsoft Azure"
"sawtdjelfa.com","DZ","script","https://reactandshare.azureedge.net/plugin/rns.js","reactandshare.azureedge.net",73107,"US-VA","azureedge.net","Microsoft Azure"
"burundi-24.com","BI","script","https://cdn.jsdelivr.net/wp/wp-slimstat/tags/4.7.5.2/wp-slimstat.min.js","cdn.jsdelivr.net",8971,"US","cdn.jsdelivr.net","jsDelivr"
"www.masralarabia.com","EG","script","http://cdn.jsdelivr.net/jquery.mixitup/latest/jquery.mixitup.min.js","cdn.jsdelivr.net",28935,"GB","cdn.jsdelivr.net","jsDelivr"
"www.ahdath.info","MA","script","https://cdn.jsdelivr.net/vue.resource/1.0.3/vue-resource.min.js","cdn.jsdelivr.net",14557,"US","cdn.jsdelivr.net","jsDelivr"
"www.freedomradionig.com","NG","script","http://cdn.jsdelivr.net/wp/wp-slimstat/tags/4.7.5/wp-slimstat.min.js","cdn.jsdelivr.net",8971,"GB","cdn.jsdelivr.net","jsDelivr"
"www.iol.co.za","ZA","script","https://cdn.jsdelivr.net/g/jquery@2.2.4,es5.shim@4.1.0(es5-sham.min.js+es5-shim.min.js);,lodash@3.10.1,react@0.14.7(react.min.js+react-dom.min.js+react-dom-server.min.js);,fitvids@1.1.0,jquery.slick@1.6.0","cdn.jsdelivr.net",337816,"GB","cdn.jsdelivr.net","jsDelivr"
"www.lepetitjournal.com","EG","image","https://scontent.cdninstagram.com/vp/41b726210c678d5a7f8e3806dd85eff6/5B0F6590/t51.2885-15/s150x150/e35/27579178_1796563917312280_7059193279744573440_n.jpg","scontent.cdninstagram.com",9296,"IE","cdninstagram.com","Facebook"
"www.lepetitjournal.com","EG","image","https://scontent.cdninstagram.com/vp/4dff4989052816547e21aa76a7d00ca4/5B2186B7/t51.2885-15/s150x150/e35/26870468_181611572440377_3088224907666915328_n.jpg","scontent.cdninstagram.com",7517,"IE","cdninstagram.com","Facebook"
"www.lepetitjournal.com","EG","image","https://scontent.cdninstagram.com/vp/0cba9a1d79ba5b98d76f1796f5e532f0/5B125075/t51.2885-15/s150x150/e35/27581818_572670439779205_8838689361093459968_n.jpg","scontent.cdninstagram.com",8262,"IE","cdninstagram.com","Facebook"
"www.lepetitjournal.com","EG","image","https://scontent.cdninstagram.com/vp/2cffbb62a8cab8a5ecbc4cefc8b0180b/5B1863FA/t51.2885-15/s150x150/e35/26868835_224104584830162_3141487630328266752_n.jpg","scontent.cdninstagram.com",7705,"IE","cdninstagram.com","Facebook"
"www.lepetitjournal.com","EG","image","https://scontent.cdninstagram.com/vp/46b5ba8b8553ec2f63075f5c037502ef/5B1D5C9A/t51.2885-15/s150x150/e35/26866580_180820076009436_9073230567281000448_n.jpg","scontent.cdninstagram.com",8179,"IE","cdninstagram.com","Facebook"
"www.lepetitjournal.com","EG","image","https://scontent.cdninstagram.com/vp/127d84becb484f2c0398627d65460252/5B1DF6E4/t51.2885-15/s150x150/e35/c132.0.628.628/26867439_863474567167271_1529405611786108928_n.jpg","scontent.cdninstagram.com",9883,"IE","cdninstagram.com","Facebook"
"www.newsghana.com.gh","GH","image","https://scontent-dft4-3.cdninstagram.com/vp/c17c71e7a4af9528f264ba3b23a16fa0/5B0F84AF/t51.2885-15/s640x640/sh0.08/e35/26864570_202017457021125_6094892565385969664_n.jpg","scontent-dft4-3.cdninstagram.com",84842,"US-CA","cdninstagram.com","Facebook"
"www.newsghana.com.gh","GH","image","https://scontent-dft4-3.cdninstagram.com/vp/aaba2dfc09f577f29f4023ed8fd4dd3f/5B0BA0A8/t51.2885-15/s640x640/sh0.08/e35/26072023_275886989608497_7665745775514615808_n.jpg","scontent-dft4-3.cdninstagram.com",55117,"US-CA","cdninstagram.com","Facebook"
"www.newsghana.com.gh","GH","image","https://scontent-dft4-3.cdninstagram.com/vp/12124f431febc5028c9a79688d56e5e2/5A7AAC91/t51.2885-15/e15/25021844_769669156562202_6845695450507378688_n.jpg","scontent-dft4-3.cdninstagram.com",20686,"US-CA","cdninstagram.com","Facebook"
"www.newsghana.com.gh","GH","image","https://scontent-dft4-3.cdninstagram.com/vp/20bcd86b0cc23dc399f458ef17ca7032/5A7B6797/t51.2885-15/e15/24253876_154169941980035_1441880440355946496_n.jpg","scontent-dft4-3.cdninstagram.com",55351,"US-CA","cdninstagram.com","Facebook"
"www.newsghana.com.gh","GH","image","https://scontent-dft4-3.cdninstagram.com/vp/ee603bf7332a584278f89c01e0345bb0/5B257BFF/t51.2885-15/s640x640/sh0.08/e35/c0.0.809.809/24177674_150942032329838_7620310682289831936_n.jpg","scontent-dft4-3.cdninstagram.com",65169,"US-CA","cdninstagram.com","Facebook"
"www.newsghana.com.gh","GH","image","https://scontent-dft4-3.cdninstagram.com/vp/c2d0be4433a2c11ac9f37aa4299c0d23/5B240583/t51.2885-15/e35/24254004_1977512885904318_7073724820554252288_n.jpg","scontent-dft4-3.cdninstagram.com",42643,"US-CA","cdninstagram.com","Facebook"
"www.newsghana.com.gh","GH","image","https://scontent-dft4-3.cdninstagram.com/vp/1b0504b42328d5e374c4ab72c994b618/5B0364BE/t51.2885-15/e35/24274084_268092343715988_4045727921451565056_n.jpg","scontent-dft4-3.cdninstagram.com",39640,"US-CA","cdninstagram.com","Facebook"
"www.newsghana.com.gh","GH","image","https://scontent-dft4-3.cdninstagram.com/vp/69d6e35f2202bb09f00e76f0cd3f7b98/5B13878D/t51.2885-15/s640x640/sh0.08/e35/24253876_1994926150791706_5562040303960981504_n.jpg","scontent-dft4-3.cdninstagram.com",51243,"US-CA","cdninstagram.com","Facebook"
"lestimes.com","LS","image","https://scontent-jnb1-1.cdninstagram.com/vp/26dd066ba54251df9d5d975cbec01fa8/5B066406/t51.2885-15/e35/26866009_216287215605628_2351286078192746496_n.jpg","scontent-jnb1-1.cdninstagram.com",225366,"IE","cdninstagram.com","Facebook"
"lestimes.com","LS","image","https://scontent-jnb1-1.cdninstagram.com/vp/19eef2742aac7d74ac466429f78f63d5/5B14BBEB/t51.2885-15/e35/26868890_1817915378275170_5646030008636932096_n.jpg","scontent-jnb1-1.cdninstagram.com",43443,"IE","cdninstagram.com","Facebook"
"lestimes.com","LS","image","https://scontent-jnb1-1.cdninstagram.com/vp/212418433dc4d9ed2e8603eb04b57a88/5B1F0435/t51.2885-15/e35/26871830_969993836481599_163745593800261632_n.jpg","scontent-jnb1-1.cdninstagram.com",32995,"IE","cdninstagram.com","Facebook"
"lestimes.com","LS","image","https://scontent-jnb1-1.cdninstagram.com/vp/d8159197d23bccd2600ee28b36cda7e7/5B0176FB/t51.2885-15/e35/26867932_1576414755746475_3066829034160652288_n.jpg","scontent-jnb1-1.cdninstagram.com",75763,"IE","cdninstagram.com","Facebook"
"lestimes.com","LS","image","https://scontent-jnb1-1.cdninstagram.com/vp/dac62a935807203da475cca7d2758ad6/5B02483B/t51.2885-15/e35/26871139_568503410150096_4357130019827351552_n.jpg","scontent-jnb1-1.cdninstagram.com",159890,"IE","cdninstagram.com","Facebook"
"lestimes.com","LS","image","https://scontent-jnb1-1.cdninstagram.com/vp/e7b7b3b575b02ac86aba13c0f4faa400/5B12273A/t51.2885-15/e35/27575169_144116202935509_2268345393509040128_n.jpg","scontent-jnb1-1.cdninstagram.com",209774,"IE","cdninstagram.com","Facebook"
"lestimes.com","LS","image","https://scontent-jnb1-1.cdninstagram.com/vp/ea93d6f34a44d70d65bced2065511934/5B0412E9/t51.2885-15/e35/26865869_204697313601786_1886547393877377024_n.jpg","scontent-jnb1-1.cdninstagram.com",67958,"IE","cdninstagram.com","Facebook"
"lestimes.com","LS","image","https://scontent-jnb1-1.cdninstagram.com/vp/ec27bdee530cc526f41ba5e54aaeb90d/5B1991CE/t51.2885-15/e35/26868098_906804949502448_8833130689864925184_n.jpg","scontent-jnb1-1.cdninstagram.com",113717,"IE","cdninstagram.com","Facebook"
"lestimes.com","LS","image","https://scontent-jnb1-1.cdninstagram.com/vp/c4c41d53b0351925a5a903d68c219ef3/5B0671C0/t51.2885-15/s1080x1080/e15/fr/26869048_1185817448215854_2962943688054931456_n.jpg","scontent-jnb1-1.cdninstagram.com",169948,"IE","cdninstagram.com","Facebook"
"lestimes.com","LS","image","https://scontent-jnb1-1.cdninstagram.com/vp/5eb25f83a9838804ed1ce0e35b01791f/5B040CD4/t51.2885-15/e35/26873066_547317998956902_526277598502715392_n.jpg","scontent-jnb1-1.cdninstagram.com",74119,"IE","cdninstagram.com","Facebook"
"lestimes.com","LS","image","https://scontent-jnb1-1.cdninstagram.com/vp/006486bde2c20508cb3ad95258273da8/5B0DB403/t51.2885-15/e35/27582325_1661147580574948_1660811218538987520_n.jpg","scontent-jnb1-1.cdninstagram.com",188238,"IE","cdninstagram.com","Facebook"
"lestimes.com","LS","image","https://scontent-jnb1-1.cdninstagram.com/vp/aff46188ebce9a403859c028cb03ac03/5B09DE22/t51.2885-15/e35/27579401_1329313893881150_1682587754996695040_n.jpg","scontent-jnb1-1.cdninstagram.com",79753,"IE","cdninstagram.com","Facebook"
"lestimes.com","LS","image","https://scontent-jnb1-1.cdninstagram.com/vp/26dd066ba54251df9d5d975cbec01fa8/5B066406/t51.2885-15/e35/26866009_216287215605628_2351286078192746496_n.jpg","scontent-jnb1-1.cdninstagram.com",225366,"IE","cdninstagram.com","Facebook"
"lestimes.com","LS","image","https://scontent-jnb1-1.cdninstagram.com/vp/19eef2742aac7d74ac466429f78f63d5/5B14BBEB/t51.2885-15/e35/26868890_1817915378275170_5646030008636932096_n.jpg","scontent-jnb1-1.cdninstagram.com",43443,"IE","cdninstagram.com","Facebook"
"lestimes.com","LS","image","https://scontent-jnb1-1.cdninstagram.com/vp/212418433dc4d9ed2e8603eb04b57a88/5B1F0435/t51.2885-15/e35/26871830_969993836481599_163745593800261632_n.jpg","scontent-jnb1-1.cdninstagram.com",32995,"IE","cdninstagram.com","Facebook"
"lestimes.com","LS","image","https://scontent-jnb1-1.cdninstagram.com/vp/d8159197d23bccd2600ee28b36cda7e7/5B0176FB/t51.2885-15/e35/26867932_1576414755746475_3066829034160652288_n.jpg","scontent-jnb1-1.cdninstagram.com",75763,"IE","cdninstagram.com","Facebook"
"lestimes.com","LS","image","https://scontent-jnb1-1.cdninstagram.com/vp/dac62a935807203da475cca7d2758ad6/5B02483B/t51.2885-15/e35/26871139_568503410150096_4357130019827351552_n.jpg","scontent-jnb1-1.cdninstagram.com",159890,"IE","cdninstagram.com","Facebook"
"lestimes.com","LS","image","https://scontent-jnb1-1.cdninstagram.com/vp/e7b7b3b575b02ac86aba13c0f4faa400/5B12273A/t51.2885-15/e35/27575169_144116202935509_2268345393509040128_n.jpg","scontent-jnb1-1.cdninstagram.com",209774,"IE","cdninstagram.com","Facebook"
"lestimes.com","LS","image","https://scontent-jnb1-1.cdninstagram.com/vp/ea93d6f34a44d70d65bced2065511934/5B0412E9/t51.2885-15/e35/26865869_204697313601786_1886547393877377024_n.jpg","scontent-jnb1-1.cdninstagram.com",67958,"IE","cdninstagram.com","Facebook"
"lestimes.com","LS","image","https://scontent-jnb1-1.cdninstagram.com/vp/ec27bdee530cc526f41ba5e54aaeb90d/5B1991CE/t51.2885-15/e35/26868098_906804949502448_8833130689864925184_n.jpg","scontent-jnb1-1.cdninstagram.com",113717,"IE","cdninstagram.com","Facebook"
"lestimes.com","LS","image","https://scontent-jnb1-1.cdninstagram.com/vp/c4c41d53b0351925a5a903d68c219ef3/5B0671C0/t51.2885-15/s1080x1080/e15/fr/26869048_1185817448215854_2962943688054931456_n.jpg","scontent-jnb1-1.cdninstagram.com",169948,"IE","cdninstagram.com","Facebook"
"lestimes.com","LS","image","https://scontent-jnb1-1.cdninstagram.com/vp/5eb25f83a9838804ed1ce0e35b01791f/5B040CD4/t51.2885-15/e35/26873066_547317998956902_526277598502715392_n.jpg","scontent-jnb1-1.cdninstagram.com",74119,"IE","cdninstagram.com","Facebook"
"lestimes.com","LS","image","https://scontent-jnb1-1.cdninstagram.com/vp/006486bde2c20508cb3ad95258273da8/5B0DB403/t51.2885-15/e35/27582325_1661147580574948_1660811218538987520_n.jpg","scontent-jnb1-1.cdninstagram.com",188238,"IE","cdninstagram.com","Facebook"
"lestimes.com","LS","image","https://scontent-jnb1-1.cdninstagram.com/vp/aff46188ebce9a403859c028cb03ac03/5B09DE22/t51.2885-15/e35/27579401_1329313893881150_1682587754996695040_n.jpg","scontent-jnb1-1.cdninstagram.com",79753,"IE","cdninstagram.com","Facebook"
"www.lemauricien.com","MU","image","https://scontent-sjc3-1.cdninstagram.com/vp/2ff8af0de5d6ecc41b7af133358d390f/5B03CFF2/t51.2885-19/s150x150/23733732_1872833209697958_8863564974153269248_n.jpg","scontent-sjc3-1.cdninstagram.com",4994,"US-CA","cdninstagram.com","Facebook"
"www.lemauricien.com","MU","image","https://scontent-sjc3-1.cdninstagram.com/vp/bea8683b842aeac58cbbcb552e7749e5/5B21A4D7/t51.2885-15/s640x640/e15/c135.0.810.810/26866593_167560497202775_2512583682368208896_n.jpg","scontent-sjc3-1.cdninstagram.com",77934,"US-CA","cdninstagram.com","Facebook"
"www.lemauricien.com","MU","image","https://scontent-sjc3-1.cdninstagram.com/vp/62cbc9a2429e0e73255c4386ed702784/5B0480EC/t51.2885-15/e35/27575281_166122704111366_8919789630815993856_n.jpg","scontent-sjc3-1.cdninstagram.com",18580,"US-CA","cdninstagram.com","Facebook"
"www.lemauricien.com","MU","image","https://scontent-sjc3-1.cdninstagram.com/vp/fb1ca644fc9dc8323a8dc1210bc6c9ee/5A7A64C2/t51.2885-15/e35/27573572_407059539729136_1225490994321948672_n.jpg","scontent-sjc3-1.cdninstagram.com",59702,"US-CA","cdninstagram.com","Facebook"
"www.lemauricien.com","MU","image","https://scontent-sjc3-1.cdninstagram.com/vp/be4783740966b8aa48eb3f51f900b0f5/5B1C6B1E/t51.2885-15/s640x640/sh0.08/e35/c114.0.852.852/26309399_148018689251243_6673474709411069952_n.jpg","scontent-sjc3-1.cdninstagram.com",76909,"US-CA","cdninstagram.com","Facebook"
"radiookapi.net","CD","script","https://cdnjs.cloudflare.com/ajax/libs/jplayer/2.6.3/jquery.jplayer/jquery.jplayer.min.js","cdnjs.cloudflare.com",56060,"US","cloudflare.com","Cloudflare"
"radiookapi.net","CD","script","https://cdnjs.cloudflare.com/ajax/libs/jquery-nivoslider/3.2/jquery.nivo.slider.min.js","cdnjs.cloudflare.com",11615,"US","cloudflare.com","Cloudflare"
"www.digitalcongo.net","CD","script","https://cdnjs.cloudflare.com/ajax/libs/angular-scroll/1.0.0/angular-scroll.min.js","cdnjs.cloudflare.com",9072,"US","cloudflare.com","Cloudflare"
"www.digitalcongo.net","CD","script","https://cdnjs.cloudflare.com/ajax/libs/angular-loading-bar/0.9.0/loading-bar.min.js","cdnjs.cloudflare.com",3496,"US","cloudflare.com","Cloudflare"
"www.abidjan.net","CI","script","https://cdnjs.cloudflare.com/ajax/libs/jquery_lazyload/1.9.7/jquery.lazyload.min.js","cdnjs.cloudflare.com",3381,"US","cloudflare.com","Cloudflare"
"www.leffortcamerounais.com","CM","script","https://ajax.cloudflare.com/cdn-cgi/scripts/04b3eb47/cloudflare-static/mirage2.min.js","ajax.cloudflare.com",38536,"US","cloudflare.com","Cloudflare"
"www.leffortcamerounais.info","CM","script","https://ajax.cloudflare.com/cdn-cgi/scripts/04b3eb47/cloudflare-static/mirage2.min.js","ajax.cloudflare.com",38536,"US","cloudflare.com","Cloudflare"
"www.postwatchmagazine.com","CM","script","https://ajax.cloudflare.com/cdn-cgi/scripts/04b3eb47/cloudflare-static/mirage2.min.js","ajax.cloudflare.com",38536,"US","cloudflare.com","Cloudflare"
"www.expressodasilhas.sapo.cv","CV","script","https://cdnjs.cloudflare.com/ajax/libs/popper.js/1.11.0/umd/popper.min.js","cdnjs.cloudflare.com",19033,"US","cloudflare.com","Cloudflare"
"www.algerie360.com","DZ","script","https://cdnjs.cloudflare.com/ajax/libs/modernizr/2.8.3/modernizr.js","cdnjs.cloudflare.com",51351,"US","cloudflare.com","Cloudflare"
"www.djazairess.com","DZ","script","https://amp.cloudflare.com/viewer/rtv/011-4-71/amp-viewer.js","amp.cloudflare.com",88229,"US","cloudflare.com","Cloudflare"
"www.dzfoot.com","DZ","script","https://ajax.cloudflare.com/cdn-cgi/scripts/04b3eb47/cloudflare-static/mirage2.min.js","ajax.cloudflare.com",38536,"US","cloudflare.com","Cloudflare"
"www.elbilad.net","DZ","script","https://ajax.cloudflare.com/cdn-cgi/scripts/04b3eb47/cloudflare-static/mirage2.min.js","ajax.cloudflare.com",38536,"US","cloudflare.com","Cloudflare"
"www.ennaharonline.com","DZ","script","https://cdnjs.cloudflare.com/ajax/libs/Swiper/3.4.2/js/swiper.min.js?ver=1.7.0","cdnjs.cloudflare.com",96419,"US","cloudflare.com","Cloudflare"
"www.ennaharonline.com","DZ","script","https://cdnjs.cloudflare.com/ajax/libs/malihu-custom-scrollbar-plugin/3.1.5/jquery.mCustomScrollbar.min.js?ver=1.7.0","cdnjs.cloudflare.com",40148,"US","cloudflare.com","Cloudflare"
